5.828599929809570312e-01,4.909999966621398926e-01,2.528381347656250000e+00,2.180332660675048828e+00
4.360799789428710938e-01,4.519000053405761719e-01,1.948968172073364258e+00,1.978727579116821289e+00
3.748999834060668945e-01,4.348999857902526855e-01,1.646386623382568359e+00,1.865886569023132324e+00
3.345000147819519043e-01,3.461999893188476562e-01,1.441342830657958984e+00,1.456559419631958008e+00
3.033800125122070312e-01,3.608000278472900391e-01,1.292946815490722656e+00,1.452407717704772949e+00
2.802600264549255371e-01,3.798999786376953125e-01,1.189975500106811523e+00,1.616708755493164062e+00
2.588400244712829590e-01,3.173000216484069824e-01,1.100020289421081543e+00,1.372643589973449707e+00
2.453600168228149414e-01,3.327999711036682129e-01,1.038909912109375000e+00,1.310722112655639648e+00
2.336999773979187012e-01,2.529000043869018555e-01,9.829589724540710449e-01,1.075113773345947266e+00
2.210800051689147949e-01,2.674000263214111328e-01,9.390036463737487793e-01,1.069732069969177246e+00
2.146199941635131836e-01,2.434999942779541016e-01,9.131150841712951660e-01,9.902898669242858887e-01
2.080600261688232422e-01,2.279999852180480957e-01,8.834758996963500977e-01,9.615061879158020020e-01
2.011600136756896973e-01,2.228000164031982422e-01,8.610597848892211914e-01,9.291099905967712402e-01
1.963599920272827148e-01,2.401000261306762695e-01,8.430804610252380371e-01,1.036512732505798340e+00
1.927999854087829590e-01,2.414000034332275391e-01,8.219918012619018555e-01,1.044940114021301270e+00
1.862599849700927734e-01,1.901999711990356445e-01,8.047013878822326660e-01,8.349140286445617676e-01
1.811599731445312500e-01,2.195000052452087402e-01,7.887398600578308105e-01,9.422110915184020996e-01
1.793199777603149414e-01,2.175999879837036133e-01,7.758111953735351562e-01,9.242924451828002930e-01
1.746799945831298828e-01,2.118999958038330078e-01,7.666627168655395508e-01,9.081633090972900391e-01
1.493600010871887207e-01,1.845999956130981445e-01,6.826202869415283203e-01,8.220423460006713867e-01
1.476200222969055176e-01,2.010999917984008789e-01,6.635964512825012207e-01,8.927801847457885742e-01
1.444200277328491211e-01,1.725999712944030762e-01,6.520590186119079590e-01,7.527344226837158203e-01
1.396999955177307129e-01,1.985999941825866699e-01,6.386848092079162598e-01,8.571890592575073242e-01
1.393399834632873535e-01,1.567999720573425293e-01,6.311497688293457031e-01,7.044022679328918457e-01
1.376399993896484375e-01,1.893000006675720215e-01,6.215571761131286621e-01,7.849662303924560547e-01
1.364399790763854980e-01,1.764000058174133301e-01,6.134333014488220215e-01,7.633203268051147461e-01
1.316400170326232910e-01,1.682999730110168457e-01,6.039885878562927246e-01,7.362588644027709961e-01
1.285799741744995117e-01,1.755999922752380371e-01,5.938070416450500488e-01,7.479807138442993164e-01
1.297399997711181641e-01,1.546999812126159668e-01,5.932822823524475098e-01,7.061857581138610840e-01
1.300399899482727051e-01,1.514999866485595703e-01,5.905217528343200684e-01,6.733399033546447754e-01
1.288599967956542969e-01,1.596999764442443848e-01,5.826905369758605957e-01,6.955991983413696289e-01
1.256600022315979004e-01,1.527000069618225098e-01,5.752611160278320312e-01,6.625878214836120605e-01
1.245599985122680664e-01,1.854000091552734375e-01,5.724202394485473633e-01,8.008859157562255859e-01
1.255800127983093262e-01,1.473000049591064453e-01,5.693225264549255371e-01,6.563206911087036133e-01
1.208199858665466309e-01,1.553000211715698242e-01,5.593806505203247070e-01,6.679228544235229492e-01
1.206399798393249512e-01,1.499999761581420898e-01,5.579846501350402832e-01,6.703092455863952637e-01
1.189799904823303223e-01,1.808999776840209961e-01,5.543200969696044922e-01,7.699447870254516602e-01
1.185799837112426758e-01,1.624000072479248047e-01,5.507895350456237793e-01,7.073309421539306641e-01
1.187199950218200684e-01,1.509000062942504883e-01,5.506552457809448242e-01,6.675143241882324219e-01
9.816002845764160156e-02,1.280999779701232910e-01,4.920527637004852295e-01,6.023343205451965332e-01
9.391999244689941406e-02,1.442000269889831543e-01,4.743798673152923584e-01,6.452745795249938965e-01
9.468001127243041992e-02,1.258000135421752930e-01,4.707498848438262939e-01,6.021546721458435059e-01
9.251999855041503906e-02,1.302000284194946289e-01,4.645020365715026855e-01,5.928126573562622070e-01
9.184002876281738281e-02,1.208000183105468750e-01,4.634017944335937500e-01,5.723260641098022461e-01
9.101998805999755859e-02,1.347000002861022949e-01,4.567076265811920166e-01,5.940802097320556641e-01
8.965998888015747070e-02,1.306999921798706055e-01,4.497637748718261719e-01,6.070486307144165039e-01
8.968001604080200195e-02,1.611000299453735352e-01,4.481731057167053223e-01,7.005977034568786621e-01
8.740001916885375977e-02,1.212000250816345215e-01,4.408616125583648682e-01,5.665093064308166504e-01
8.752000331878662109e-02,1.291999816894531250e-01,4.411787688732147217e-01,5.774617195129394531e-01
8.780002593994140625e-02,1.298000216484069824e-01,4.382181465625762939e-01,5.899806022644042969e-01
8.595997095108032227e-02,1.283000111579895020e-01,4.330016374588012695e-01,5.691162943840026855e-01
8.547997474670410156e-02,1.302000284194946289e-01,4.312338232994079590e-01,5.847961902618408203e-01
8.715999126434326172e-02,1.263999938964843750e-01,4.309222698211669922e-01,5.754124522209167480e-01
8.362001180648803711e-02,1.248999834060668945e-01,4.243067204952239990e-01,5.546911954879760742e-01
8.512002229690551758e-02,1.200000047683715820e-01,4.272813200950622559e-01,5.553621649742126465e-01
8.099997043609619141e-02,1.320000290870666504e-01,4.169924557209014893e-01,5.957457423210144043e-01
8.050000667572021484e-02,1.229000091552734375e-01,4.149560332298278809e-01,5.764562487602233887e-01
8.337998390197753906e-02,1.204000115394592285e-01,4.164746701717376709e-01,5.538781285285949707e-01
8.315998315811157227e-02,1.158000230789184570e-01,4.176475107669830322e-01,5.413657426834106445e-01
6.665998697280883789e-02,1.028000116348266602e-01,3.710944056510925293e-01,4.983728826045989990e-01
6.290000677108764648e-02,1.121000051498413086e-01,3.603879213333129883e-01,5.368784070014953613e-01
6.370002031326293945e-02,1.139000058174133301e-01,3.591648936271667480e-01,5.383403301239013672e-01
6.253999471664428711e-02,1.107000112533569336e-01,3.549073934555053711e-01,5.074103474617004395e-01
5.966001749038696289e-02,1.046000123023986816e-01,3.507881462574005127e-01,5.197902917861938477e-01
6.247997283935546875e-02,1.083999872207641602e-01,3.509557247161865234e-01,5.260688066482543945e-01
5.897998809814453125e-02,1.166999936103820801e-01,3.430804610252380371e-01,5.626186728477478027e-01
6.220000982284545898e-02,1.186000108718872070e-01,3.472935259342193604e-01,5.474498867988586426e-01
5.953997373580932617e-02,1.031000018119812012e-01,3.406631648540496826e-01,5.034701824188232422e-01
5.952000617980957031e-02,1.123999953269958496e-01,3.393282294273376465e-01,5.277674198150634766e-01
5.772000551223754883e-02,1.269999742507934570e-01,3.342899084091186523e-01,5.901592373847961426e-01
5.967998504638671875e-02,1.068999767303466797e-01,3.361060321331024170e-01,5.062640309333801270e-01
5.747997760772705078e-02,1.040999889373779297e-01,3.311778306961059570e-01,5.044976472854614258e-01
5.750000476837158203e-02,1.159999966621398926e-01,3.294500708580017090e-01,5.597870945930480957e-01
5.827999114990234375e-02,1.093000173568725586e-01,3.302983641624450684e-01,5.286870002746582031e-01
5.659997463226318359e-02,1.093000173568725586e-01,3.255425989627838135e-01,5.239022970199584961e-01
5.532002449035644531e-02,1.078000068664550781e-01,3.216615319252014160e-01,5.183287858963012695e-01
5.647999048233032227e-02,1.075000166893005371e-01,3.220359385013580322e-01,5.100395679473876953e-01
5.500000715255737305e-02,1.107000112533569336e-01,3.221127390861511230e-01,5.282338261604309082e-01
5.427998304367065430e-02,1.190000176429748535e-01,3.168139755725860596e-01,5.616663098335266113e-01
4.373997449874877930e-02,9.789997339248657227e-02,2.910837233066558838e-01,4.876903295516967773e-01
4.356002807617187500e-02,1.021000146865844727e-01,2.863639593124389648e-01,5.026898384094238281e-01
4.154002666473388672e-02,9.579998254776000977e-02,2.817387282848358154e-01,4.831025600433349609e-01
